timestamp,distance,heart_rate,cadence,fractional_cadence,key
2018-09-12T12:30:37Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:30:38Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:30:39Z,0,106,0,0,2018-09-12 12:24:11
2018-09-12T12:30:40Z,0,106,0,0,2018-09-12 12:24:11
2018-09-12T12:30:41Z,0,106,0,0,2018-09-12 12:24:11
2018-09-12T12:30:42Z,0,106,0,0,2018-09-12 12:24:11
2018-09-12T12:30:43Z,0,107,0,0,2018-09-12 12:24:11
2018-09-12T12:30:44Z,0,107,0,0,2018-09-12 12:24:11
2018-09-12T12:30:45Z,0,107,0,0,2018-09-12 12:24:11
2018-09-12T12:30:46Z,0,108,0,0,2018-09-12 12:24:11
2018-09-12T12:30:47Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:30:48Z,0,113,0,0,2018-09-12 12:24:11
2018-09-12T12:30:49Z,0,112,0,0,2018-09-12 12:24:11
2018-09-12T12:30:50Z,0,114,0,0,2018-09-12 12:24:11
2018-09-12T12:30:51Z,0,114,0,0,2018-09-12 12:24:11
2018-09-12T12:30:52Z,0,114,0,0,2018-09-12 12:24:11
2018-09-12T12:30:53Z,0,114,0,0,2018-09-12 12:24:11
2018-09-12T12:30:54Z,0,114,0,0,2018-09-12 12:24:11
2018-09-12T12:30:55Z,0,114,0,0,2018-09-12 12:24:11
2018-09-12T12:30:56Z,0,114,0,0,2018-09-12 12:24:11
2018-09-12T12:30:57Z,0,113,0,0,2018-09-12 12:24:11
2018-09-12T12:30:58Z,0,113,0,0,2018-09-12 12:24:11
2018-09-12T12:30:59Z,0,113,0,0,2018-09-12 12:24:11
2018-09-12T12:31:00Z,0,112,0,0,2018-09-12 12:24:11
2018-09-12T12:31:01Z,0,111,0,0,2018-09-12 12:24:11
2018-09-12T12:31:02Z,0,111,0,0,2018-09-12 12:24:11
2018-09-12T12:31:03Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:31:04Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:31:05Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:31:06Z,0,106,0,0,2018-09-12 12:24:11
2018-09-12T12:31:07Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:31:08Z,0,106,0,0,2018-09-12 12:24:11
2018-09-12T12:31:09Z,0,106,0,0,2018-09-12 12:24:11
2018-09-12T12:31:10Z,0,106,0,0,2018-09-12 12:24:11
2018-09-12T12:31:11Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:31:12Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:31:13Z,0,104,0,0,2018-09-12 12:24:11
2018-09-12T12:31:14Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:31:15Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:31:16Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:31:17Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:31:18Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:31:19Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:31:20Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:31:21Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:31:22Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:31:23Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:31:24Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:31:25Z,0,104,0,0,2018-09-12 12:24:11
2018-09-12T12:31:26Z,0,104,0,0,2018-09-12 12:24:11
2018-09-12T12:31:27Z,0,104,0,0,2018-09-12 12:24:11
2018-09-12T12:31:28Z,0,104,0,0,2018-09-12 12:24:11
2018-09-12T12:31:29Z,0,103,0,0,2018-09-12 12:24:11
2018-09-12T12:31:30Z,0,103,0,0,2018-09-12 12:24:11
2018-09-12T12:31:31Z,0,103,0,0,2018-09-12 12:24:11
2018-09-12T12:31:32Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:31:33Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:31:34Z,0,100,0,0,2018-09-12 12:24:11
2018-09-12T12:31:35Z,0,100,0,0,2018-09-12 12:24:11
2018-09-12T12:31:36Z,0,99,0,0,2018-09-12 12:24:11
2018-09-12T12:31:37Z,0,100,0,0,2018-09-12 12:24:11
2018-09-12T12:31:38Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:31:39Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:31:40Z,0,97,0,0,2018-09-12 12:24:11
2018-09-12T12:31:41Z,0,97,0,0,2018-09-12 12:24:11
2018-09-12T12:31:42Z,0,97,0,0,2018-09-12 12:24:11
2018-09-12T12:31:43Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:31:44Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:31:45Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:31:46Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:31:47Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:31:48Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:31:49Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:31:50Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:31:51Z,0,97,0,0,2018-09-12 12:24:11
2018-09-12T12:31:52Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:31:53Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:31:54Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:31:55Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:31:56Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:31:57Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:31:58Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:31:59Z,0,97,0,0,2018-09-12 12:24:11
2018-09-12T12:32:00Z,0,97,0,0,2018-09-12 12:24:11
2018-09-12T12:32:01Z,0,97,0,0,2018-09-12 12:24:11
2018-09-12T12:32:02Z,0,97,0,0,2018-09-12 12:24:11
2018-09-12T12:32:03Z,0,97,0,0,2018-09-12 12:24:11
2018-09-12T12:32:04Z,0,97,0,0,2018-09-12 12:24:11
2018-09-12T12:32:05Z,0,97,0,0,2018-09-12 12:24:11
2018-09-12T12:32:06Z,0,97,0,0,2018-09-12 12:24:11
2018-09-12T12:32:07Z,0,97,0,0,2018-09-12 12:24:11
2018-09-12T12:32:08Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:32:09Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:32:10Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:32:11Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:32:12Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:32:13Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:32:14Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:32:15Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:32:16Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:32:17Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:18Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:19Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:20Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:21Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:22Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:23Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:24Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:25Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:26Z,0,95,58,0.5,2018-09-12 12:24:11
2018-09-12T12:32:27Z,0,95,58,0.5,2018-09-12 12:24:11
2018-09-12T12:32:28Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:29Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:30Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:31Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:32Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:33Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:34Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:32:35Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:32:36Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:32:37Z,0,97,0,0,2018-09-12 12:24:11
2018-09-12T12:32:38Z,0,97,0,0,2018-09-12 12:24:11
2018-09-12T12:32:39Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:32:40Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:32:41Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:32:42Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:43Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:44Z,0,94,0,0,2018-09-12 12:24:11
2018-09-12T12:32:45Z,0,94,0,0,2018-09-12 12:24:11
2018-09-12T12:32:46Z,0,92,0,0,2018-09-12 12:24:11
2018-09-12T12:32:47Z,0,92,0,0,2018-09-12 12:24:11
2018-09-12T12:32:48Z,0,93,0,0,2018-09-12 12:24:11
2018-09-12T12:32:49Z,0,94,0,0,2018-09-12 12:24:11
2018-09-12T12:32:50Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:32:51Z,0,99,0,0,2018-09-12 12:24:11
2018-09-12T12:32:52Z,0,100,0,0,2018-09-12 12:24:11
2018-09-12T12:32:53Z,0,103,0,0,2018-09-12 12:24:11
2018-09-12T12:32:54Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:32:55Z,0,107,0,0,2018-09-12 12:24:11
2018-09-12T12:32:56Z,0,108,0,0,2018-09-12 12:24:11
2018-09-12T12:32:57Z,0,108,0,0,2018-09-12 12:24:11
2018-09-12T12:32:58Z,0,109,0,0,2018-09-12 12:24:11
2018-09-12T12:32:59Z,0,109,0,0,2018-09-12 12:24:11
2018-09-12T12:33:00Z,0,109,0,0,2018-09-12 12:24:11
2018-09-12T12:33:01Z,0,109,0,0,2018-09-12 12:24:11
2018-09-12T12:33:02Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:03Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:04Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:05Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:06Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:07Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:08Z,0,111,58,0.5,2018-09-12 12:24:11
2018-09-12T12:33:09Z,0,111,58,0.5,2018-09-12 12:24:11
2018-09-12T12:33:10Z,0,109,0,0,2018-09-12 12:24:11
2018-09-12T12:33:11Z,0,111,0,0,2018-09-12 12:24:11
2018-09-12T12:33:12Z,0,112,0,0,2018-09-12 12:24:11
2018-09-12T12:33:13Z,0,109,0,0,2018-09-12 12:24:11
2018-09-12T12:33:14Z,0,109,0,0,2018-09-12 12:24:11
2018-09-12T12:33:15Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:16Z,0,111,0,0,2018-09-12 12:24:11
2018-09-12T12:33:17Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:18Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:19Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:20Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:21Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:22Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:23Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:24Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:25Z,0,111,0,0,2018-09-12 12:24:11
2018-09-12T12:33:26Z,0,111,0,0,2018-09-12 12:24:11
2018-09-12T12:33:27Z,0,111,58,0.5,2018-09-12 12:24:11
2018-09-12T12:33:28Z,0,112,58,0.5,2018-09-12 12:24:11
2018-09-12T12:33:29Z,0,113,0,0,2018-09-12 12:24:11
2018-09-12T12:33:30Z,0,113,0,0,2018-09-12 12:24:11
2018-09-12T12:33:31Z,0,113,0,0,2018-09-12 12:24:11
2018-09-12T12:33:32Z,0,112,0,0,2018-09-12 12:24:11
2018-09-12T12:33:33Z,0,112,0,0,2018-09-12 12:24:11
2018-09-12T12:33:34Z,0,111,0,0,2018-09-12 12:24:11
2018-09-12T12:33:35Z,0,111,0,0,2018-09-12 12:24:11
2018-09-12T12:33:36Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:37Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:38Z,0,110,0,0,2018-09-12 12:24:11
2018-09-12T12:33:39Z,0,109,0,0,2018-09-12 12:24:11
2018-09-12T12:33:40Z,0,109,0,0,2018-09-12 12:24:11
2018-09-12T12:33:41Z,0,109,0,0,2018-09-12 12:24:11
2018-09-12T12:33:42Z,0,108,0,0,2018-09-12 12:24:11
2018-09-12T12:33:43Z,0,108,0,0,2018-09-12 12:24:11
2018-09-12T12:33:44Z,0,107,0,0,2018-09-12 12:24:11
2018-09-12T12:33:45Z,0,107,0,0,2018-09-12 12:24:11
2018-09-12T12:33:46Z,0,107,0,0,2018-09-12 12:24:11
2018-09-12T12:33:47Z,0,107,0,0,2018-09-12 12:24:11
2018-09-12T12:33:48Z,0,106,0,0,2018-09-12 12:24:11
2018-09-12T12:33:49Z,0,106,0,0,2018-09-12 12:24:11
2018-09-12T12:33:50Z,0,106,0,0,2018-09-12 12:24:11
2018-09-12T12:33:51Z,0,106,0,0,2018-09-12 12:24:11
2018-09-12T12:33:52Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:33:53Z,0,104,0,0,2018-09-12 12:24:11
2018-09-12T12:33:54Z,0,103,0,0,2018-09-12 12:24:11
2018-09-12T12:33:55Z,0,103,0,0,2018-09-12 12:24:11
2018-09-12T12:33:56Z,0,102,0,0,2018-09-12 12:24:11
2018-09-12T12:33:57Z,0,104,0,0,2018-09-12 12:24:11
2018-09-12T12:33:58Z,0,104,0,0,2018-09-12 12:24:11
2018-09-12T12:33:59Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:34:00Z,0,107,0,0,2018-09-12 12:24:11
2018-09-12T12:34:01Z,0,116,0,0,2018-09-12 12:24:11
2018-09-12T12:34:02Z,0,122,59,0.5,2018-09-12 12:24:11
2018-09-12T12:34:03Z,0,123,59,0.5,2018-09-12 12:24:11
2018-09-12T12:34:04Z,0,123,0,0,2018-09-12 12:24:11
2018-09-12T12:34:05Z,0,122,0,0,2018-09-12 12:24:11
2018-09-12T12:34:06Z,0,121,0,0,2018-09-12 12:24:11
2018-09-12T12:34:07Z,0,123,0,0,2018-09-12 12:24:11
2018-09-12T12:34:08Z,0,123,0,0,2018-09-12 12:24:11
2018-09-12T12:34:09Z,0,123,0,0,2018-09-12 12:24:11
2018-09-12T12:34:10Z,0,123,0,0,2018-09-12 12:24:11
2018-09-12T12:34:11Z,0,123,0,0,2018-09-12 12:24:11
2018-09-12T12:34:12Z,0,125,0,0,2018-09-12 12:24:11
2018-09-12T12:34:13Z,0,124,0,0,2018-09-12 12:24:11
2018-09-12T12:34:14Z,0,125,0,0,2018-09-12 12:24:11
2018-09-12T12:34:15Z,0,125,0,0,2018-09-12 12:24:11
2018-09-12T12:34:17Z,0,124,0,0,2018-09-12 12:24:11
2018-09-12T12:34:18Z,0,124,0,0,2018-09-12 12:24:11
2018-09-12T12:34:19Z,0,124,0,0,2018-09-12 12:24:11
2018-09-12T12:34:20Z,0,122,0,0,2018-09-12 12:24:11
2018-09-12T12:34:21Z,0,120,0,0,2018-09-12 12:24:11
2018-09-12T12:34:22Z,0,120,0,0,2018-09-12 12:24:11
2018-09-12T12:34:23Z,0,117,0,0,2018-09-12 12:24:11
2018-09-12T12:34:24Z,0,120,0,0,2018-09-12 12:24:11
2018-09-12T12:34:25Z,0,119,0,0,2018-09-12 12:24:11
2018-09-12T12:34:26Z,0,118,0,0,2018-09-12 12:24:11
2018-09-12T12:34:27Z,0,119,0,0,2018-09-12 12:24:11
2018-09-12T12:34:28Z,0,117,0,0,2018-09-12 12:24:11
2018-09-12T12:34:29Z,0,117,58,0.5,2018-09-12 12:24:11
2018-09-12T12:34:30Z,0,117,58,0.5,2018-09-12 12:24:11
2018-09-12T12:34:31Z,0,117,58,0.5,2018-09-12 12:24:11
2018-09-12T12:34:32Z,0,117,0,0,2018-09-12 12:24:11
2018-09-12T12:34:33Z,0,120,0,0,2018-09-12 12:24:11
2018-09-12T12:34:34Z,0,124,0,0,2018-09-12 12:24:11
2018-09-12T12:34:35Z,0,128,0,0,2018-09-12 12:24:11
2018-09-12T12:34:36Z,0,130,0,0,2018-09-12 12:24:11
2018-09-12T12:34:37Z,0,130,0,0,2018-09-12 12:24:11
2018-09-12T12:34:38Z,0,129,0,0,2018-09-12 12:24:11
2018-09-12T12:34:39Z,0,129,0,0,2018-09-12 12:24:11
2018-09-12T12:34:40Z,0,129,0,0,2018-09-12 12:24:11
2018-09-12T12:34:41Z,0,128,0,0,2018-09-12 12:24:11
2018-09-12T12:34:42Z,0,128,0,0,2018-09-12 12:24:11
2018-09-12T12:34:43Z,0,128,61,0.5,2018-09-12 12:24:11
2018-09-12T12:34:44Z,0,127,61,0.5,2018-09-12 12:24:11
2018-09-12T12:34:45Z,0,127,58,0.5,2018-09-12 12:24:11
2018-09-12T12:34:46Z,0,128,0,0,2018-09-12 12:24:11
2018-09-12T12:34:47Z,0,128,0,0,2018-09-12 12:24:11
2018-09-12T12:34:48Z,0,127,0,0,2018-09-12 12:24:11
2018-09-12T12:34:49Z,0,127,0,0,2018-09-12 12:24:11
2018-09-12T12:34:50Z,0,125,0,0,2018-09-12 12:24:11
2018-09-12T12:34:51Z,0,124,0,0,2018-09-12 12:24:11
2018-09-12T12:34:52Z,0,123,0,0,2018-09-12 12:24:11
2018-09-12T12:34:53Z,0,122,0,0,2018-09-12 12:24:11
2018-09-12T12:34:54Z,0,121,0,0,2018-09-12 12:24:11
2018-09-12T12:34:55Z,0,121,0,0,2018-09-12 12:24:11
2018-09-12T12:34:56Z,0,121,0,0,2018-09-12 12:24:11
2018-09-12T12:34:57Z,0,120,0,0,2018-09-12 12:24:11
2018-09-12T12:34:58Z,0,120,0,0,2018-09-12 12:24:11
2018-09-12T12:34:59Z,0,120,0,0,2018-09-12 12:24:11
2018-09-12T12:35:00Z,0,120,0,0,2018-09-12 12:24:11
2018-09-12T12:35:01Z,0,119,0,0,2018-09-12 12:24:11
2018-09-12T12:35:02Z,0,116,0,0,2018-09-12 12:24:11
2018-09-12T12:35:03Z,0,116,0,0,2018-09-12 12:24:11
2018-09-12T12:35:04Z,0,116,0,0,2018-09-12 12:24:11
2018-09-12T12:35:05Z,0,116,0,0,2018-09-12 12:24:11
2018-09-12T12:35:06Z,0,116,0,0,2018-09-12 12:24:11
2018-09-12T12:35:07Z,0,115,0,0,2018-09-12 12:24:11
2018-09-12T12:35:08Z,0,115,0,0,2018-09-12 12:24:11
2018-09-12T12:35:09Z,0,115,0,0,2018-09-12 12:24:11
2018-09-12T12:35:10Z,0,114,0,0,2018-09-12 12:24:11
2018-09-12T12:35:11Z,0,114,0,0,2018-09-12 12:24:11
2018-09-12T12:35:12Z,0,114,0,0,2018-09-12 12:24:11
2018-09-12T12:35:13Z,0,114,0,0,2018-09-12 12:24:11
2018-09-12T12:35:14Z,0,114,58,0.5,2018-09-12 12:24:11
2018-09-12T12:35:15Z,0,115,58,0.5,2018-09-12 12:24:11
2018-09-12T12:35:16Z,0,115,58,0.5,2018-09-12 12:24:11
2018-09-12T12:35:17Z,0,116,0,0,2018-09-12 12:24:11
2018-09-12T12:35:18Z,0,116,0,0,2018-09-12 12:24:11
2018-09-12T12:35:19Z,0,117,0,0,2018-09-12 12:24:11
2018-09-12T12:35:20Z,0,117,0,0,2018-09-12 12:24:11
2018-09-12T12:35:21Z,0,117,0,0,2018-09-12 12:24:11
2018-09-12T12:35:22Z,0,117,0,0,2018-09-12 12:24:11
2018-09-12T12:35:23Z,0,117,0,0,2018-09-12 12:24:11
2018-09-12T12:35:24Z,0,117,0,0,2018-09-12 12:24:11
2018-09-12T12:35:25Z,0,117,0,0,2018-09-12 12:24:11
2018-09-12T12:35:26Z,0,116,0,0,2018-09-12 12:24:11
2018-09-12T12:35:27Z,0,116,0,0,2018-09-12 12:24:11
2018-09-12T12:35:28Z,0,115,0,0,2018-09-12 12:24:11
2018-09-12T12:35:29Z,0,114,0,0,2018-09-12 12:24:11
2018-09-12T12:35:30Z,0,114,0,0,2018-09-12 12:24:11
2018-09-12T12:35:31Z,0,113,0,0,2018-09-12 12:24:11
2018-09-12T12:35:32Z,0,112,0,0,2018-09-12 12:24:11
2018-09-12T12:35:33Z,0,112,0,0,2018-09-12 12:24:11
2018-09-12T12:35:34Z,0,112,0,0,2018-09-12 12:24:11
2018-09-12T12:35:35Z,0,113,0,0,2018-09-12 12:24:11
2018-09-12T12:35:36Z,0,112,0,0,2018-09-12 12:24:11
2018-09-12T12:35:37Z,0,108,0,0,2018-09-12 12:24:11
2018-09-12T12:35:38Z,0,108,0,0,2018-09-12 12:24:11
2018-09-12T12:35:39Z,0,106,0,0,2018-09-12 12:24:11
2018-09-12T12:35:40Z,0,102,0,0,2018-09-12 12:24:11
2018-09-12T12:35:41Z,0,100,0,0,2018-09-12 12:24:11
2018-09-12T12:35:42Z,0,100,0,0,2018-09-12 12:24:11
2018-09-12T12:35:43Z,0,100,0,0,2018-09-12 12:24:11
2018-09-12T12:35:44Z,0,100,0,0,2018-09-12 12:24:11
2018-09-12T12:35:45Z,0,99,0,0,2018-09-12 12:24:11
2018-09-12T12:35:46Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:35:47Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:35:48Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:35:49Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:35:50Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:35:51Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:35:52Z,0,94,0,0,2018-09-12 12:24:11
2018-09-12T12:35:53Z,0,93,0,0,2018-09-12 12:24:11
2018-09-12T12:35:54Z,0,93,0,0,2018-09-12 12:24:11
2018-09-12T12:35:55Z,0,93,0,0,2018-09-12 12:24:11
2018-09-12T12:35:56Z,0,93,0,0,2018-09-12 12:24:11
2018-09-12T12:35:57Z,0,92,0,0,2018-09-12 12:24:11
2018-09-12T12:35:58Z,0,93,0,0,2018-09-12 12:24:11
2018-09-12T12:35:59Z,0,93,0,0,2018-09-12 12:24:11
2018-09-12T12:36:00Z,0,93,0,0,2018-09-12 12:24:11
2018-09-12T12:36:01Z,0,93,0,0,2018-09-12 12:24:11
2018-09-12T12:36:02Z,0,93,0,0,2018-09-12 12:24:11
2018-09-12T12:36:03Z,0,93,0,0,2018-09-12 12:24:11
2018-09-12T12:36:04Z,0,93,0,0,2018-09-12 12:24:11
2018-09-12T12:36:05Z,0,93,0,0,2018-09-12 12:24:11
2018-09-12T12:36:06Z,0,94,0,0,2018-09-12 12:24:11
2018-09-12T12:36:07Z,0,94,0,0,2018-09-12 12:24:11
2018-09-12T12:36:08Z,0,94,0,0,2018-09-12 12:24:11
2018-09-12T12:36:09Z,0,94,0,0,2018-09-12 12:24:11
2018-09-12T12:36:10Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:36:11Z,0,94,0,0,2018-09-12 12:24:11
2018-09-12T12:36:12Z,0,94,0,0,2018-09-12 12:24:11
2018-09-12T12:36:13Z,0,94,0,0,2018-09-12 12:24:11
2018-09-12T12:36:14Z,0,94,0,0,2018-09-12 12:24:11
2018-09-12T12:36:15Z,0,94,0,0,2018-09-12 12:24:11
2018-09-12T12:36:16Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:36:17Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:36:18Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:36:19Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:36:20Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:36:21Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:36:22Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:36:23Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:36:24Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:36:25Z,0,95,0,0,2018-09-12 12:24:11
2018-09-12T12:36:26Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:36:27Z,0,96,58,0.5,2018-09-12 12:24:11
2018-09-12T12:36:28Z,0,96,58,0.5,2018-09-12 12:24:11
2018-09-12T12:36:29Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:36:30Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:36:31Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:36:32Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:36:33Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:36:34Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:36:35Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:36:36Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:36:37Z,0,96,0,0,2018-09-12 12:24:11
2018-09-12T12:36:38Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:36:39Z,0,97,0,0,2018-09-12 12:24:11
2018-09-12T12:36:40Z,0,97,0,0,2018-09-12 12:24:11
2018-09-12T12:36:41Z,0,98,0,0,2018-09-12 12:24:11
2018-09-12T12:36:42Z,0,100,0,0,2018-09-12 12:24:11
2018-09-12T12:36:43Z,0,99,58,0.5,2018-09-12 12:24:11
2018-09-12T12:36:44Z,0,102,58,0.5,2018-09-12 12:24:11
2018-09-12T12:36:45Z,0,102,0,0,2018-09-12 12:24:11
2018-09-12T12:36:46Z,0,104,0,0,2018-09-12 12:24:11
2018-09-12T12:36:47Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:36:48Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:36:49Z,0,106,0,0,2018-09-12 12:24:11
2018-09-12T12:36:50Z,0,106,0,0,2018-09-12 12:24:11
2018-09-12T12:36:51Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:36:52Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:36:53Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:36:54Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:36:55Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:36:56Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:36:57Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:36:58Z,0,106,0,0,2018-09-12 12:24:11
2018-09-12T12:36:59Z,0,106,0,0,2018-09-12 12:24:11
2018-09-12T12:37:00Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:37:01Z,0,105,0,0,2018-09-12 12:24:11
2018-09-12T12:37:02Z,0,104,0,0,2018-09-12 12:24:11
2018-09-12T12:37:03Z,0,104,0,0,2018-09-12 12:24:11
